Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2025 Advanced Micro Devices, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2025.2 (lin64) Build 6299465 Fri Nov 14 12:34:56 MST 2025
| Date         : Wed Sep 23 15:56:03 2026
| Host         : johan2-Yoga-7-15ITL5 running 64-bit Ubuntu 22.04.5 LTS
| Command      : report_utilization -hierarchical
| Design       : zynq_gnss_acquisition_bd_wrapper
| Device       : xc7z020clg484-1
| Speed File   : -1
| Design State : Routed
---------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                              Instance                             |                                                          Module                                                          | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                       tw1.twgen1                                  |                                                                  zynq_gnss_acquisition_bd_xfft_0_0_twgen_quarter_sin_255 |          6 |          6 |       0 |    0 |    78 |      0 |      2 |          0 |
|                         (tw1.twgen1)                              |                                                                  zynq_gnss_acquisition_bd_xfft_0_0_twgen_quarter_sin_255 |          4 |          4 |       0 |    0 |    61 |      0 |      2 |          0 |
|                     twiddle_generator2                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_0_twiddle_gen_248 |          7 |          6 |       0 |    1 |    76 |      0 |      2 |          0 |
|                       tw1.twgen1                                  |                                                                  zynq_gnss_acquisition_bd_xfft_0_0_twgen_quarter_sin_251 |          7 |          6 |       0 |    1 |    76 |      0 |      2 |          0 |
|                         (tw1.twgen1)                              |                                                                  zynq_gnss_acquisition_bd_xfft_0_0_twgen_quarter_sin_251 |          5 |          4 |       0 |    1 |    63 |      0 |      2 |          0 |
|                   single_channel.datapath                         |                                                                            zynq_gnss_acquisition_bd_xfft_0_0_r4_datapath |       1708 |       1345 |       0 |  363 |  3694 |      0 |      8 |         52 |
|                     pe                                            |                                                                                    zynq_gnss_acquisition_bd_xfft_0_0_pe4 |       1039 |        677 |       0 |  362 |  2661 |      0 |      0 |         52 |
|                       (pe)                                        |                                                                                    zynq_gnss_acquisition_bd_xfft_0_0_pe4 |          0 |          0 |       0 |    0 |   454 |      0 |      0 |          0 |
|                       mult_gen.Mult1                              |                                                                                   zynq_gnss_acquisition_bd_xfft_0_0_cmpy |        230 |        120 |       0 |  110 |   546 |      0 |      0 |         12 |
|                         i_cmpy                                    |                                                                 zynq_gnss_acquisition_bd_xfft_0_0_cmpy_v6_0_27_synth_179 |        230 |        120 |       0 |  110 |   546 |      0 |      0 |         12 |
|                           three_mult_structure.use_dsp.i_dsp      |                                                                       zynq_gnss_acquisition_bd_xfft_0_0_cmpy_3_dsp48_180 |        230 |        120 |       0 |  110 |   546 |      0 |      0 |         12 |
|                             (three_mult_structure.use_dsp.i_dsp)  |                                                                       zynq_gnss_acquisition_bd_xfft_0_0_cmpy_3_dsp48_180 |         29 |         29 |       0 |    0 |    84 |      0 |      0 |          0 |
|                             mult1_preadder_d_plus_b.mult1         |                                                                  zynq_gnss_acquisition_bd_xfft_0_0_cmpy_3_dsp48_mult_181 |         52 |          0 |       0 |   52 |   130 |      0 |      0 |          4 |
|                               mult                                |                                                                                zynq_gnss_acquisition_bd_xfft_0_0_dsp_200 |         40 |          0 |       0 |   40 |   110 |      0 |      0 |          4 |
|                             mult2_preadder_d_plus_b.mult2         |                                                  zynq_gnss_acquisition_bd_xfft_0_0_cmpy_3_dsp48_mult__parameterized0_182 |          9 |          0 |       0 |    9 |    85 |      0 |      0 |          4 |
|                               mult                                |                                                                zynq_gnss_acquisition_bd_xfft_0_0_dsp__parameterized0_194 |          9 |          0 |       0 |    9 |    85 |      0 |      0 |          4 |
|                             mult3_preadder_d_minus_b.mult3        |                                                  zynq_gnss_acquisition_bd_xfft_0_0_cmpy_3_dsp48_mult__parameterized1_183 |         65 |         16 |       0 |   49 |   138 |      0 |      0 |          4 |
|                               mult                                |                                                                zynq_gnss_acquisition_bd_xfft_0_0_dsp__parameterized1_185 |         41 |          0 |       0 |   41 |   110 |      0 |      0 |          4 |
|                             optionally_negate_inputs              |                                                                     zynq_gnss_acquisition_bd_xfft_0_0_input_negation_184 |         76 |         76 |       0 |    0 |   109 |      0 |      0 |          0 |
